claim_id,report,location,claim_class,claim,source,access_level,independent_tier,verdict,severity,transferability,corrected_wording
A-CLAUSE-0069,Antigravity review,Question 1; L69,published finding,"- **Effect Size / Uncertainty:** Low velocity loss training preserved sprinting and vertical jump power ($+9.5\%$ vs $-1.2\%$, $p < 0.01$) despite accumulating 40% less total repetitions than high velocity loss training [Tier B; Pareja-Blanco et al. 2017].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0070,Antigravity review,Question 1; L70,inference/system fact,"- **What Goes Wrong If Wrong:** A scalar progression system that rewards grinding failure will register ""progress"" while an athlete's dynamic power, athletic rate of force development, and fast-twitch contractile velocity are actively regressing.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0071,Antigravity review,Question 1; L71,inference/system fact,"- **Transferability Risk:** Extreme. Without linear position sensors, an unsupervised app cannot distinguish an explosive 0.8 m/s rep from a grinding 0.15 m/s rep.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0074,Antigravity review,Question 1; L74,published finding,"- **Mechanisms:** Governed by capillary density, mitochondrial enzyme activity, intracellular buffering ($H^+$ and lactate clearance), glycogen storage, and central pain tolerance [Tier B; Shimano et al. 2006, PMID: 17194239, DOI: 10.1519/R-18195.1; Tier A; Morton et al. 2016, PMID: 27174923].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0075,Antigravity review,Question 1; L75,inference/system fact,"- **Empirical Independence:** Shimano et al. (2006) demonstrated that at $80\%$ of 1RM, repetitions completed to failure vary widely across exercises within the exact same individuals ($n=30$, 15 trained, 15 untrained):",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0076,Antigravity review,Question 1; L76,inference/system fact,- Leg Press: $12.3 \pm 4.3$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0077,Antigravity review,Question 1; L77,inference/system fact,- Lat Pulldown: $11.3 \pm 3.1$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0078,Antigravity review,Question 1; L78,inference/system fact,- Chest Press: $9.8 \pm 2.6$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0079,Antigravity review,Question 1; L79,inference/system fact,- Arm Curl: $9.0 \pm 2.5$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0080,Antigravity review,Question 1; L80,inference/system fact,- Back Squat: $15.2 \pm 5.1$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0081,Antigravity review,Question 1; L81,inference/system fact,- Barbell Bench Press: $7.2 \pm 2.1$ repetitions,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0082,Antigravity review,Question 1; L82,inference/system fact,"- **What Goes Wrong If Wrong:** Applying a single mathematical conversion factor across all exercises assumes identical fatigue kinetics, creating massive systematic errors between upper and lower body movements.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0083,Antigravity review,Question 1; L83,inference/system fact,- **Transferability Risk:** High. Athletes experience differential fatigue rates depending on muscle group fiber composition and individual training history.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0086,Antigravity review,Question 1; L86,inference/system fact,"- **Mechanisms:** Governed by inter-muscular coordination, spatial bar path stabilization, antagonist inhibition, and postural integrity throughout the complete anatomical joint excursion.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0087,Antigravity review,Question 1; L87,published finding,"- **Empirical Dissociation:** Progression in external load frequently occurs through subconscious reductions in active ROM (cutting squat depth by 3–5 cm, bouncing barbells off the ribcage), which shortens external moment arms and mechanical work while increasing logged load [Tier D; Vigotsky et al. 2018, PMID: 29967737, DOI: 10.7717/peerj.5071].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0088,Antigravity review,Question 1; L88,inference/system fact,"- **What Goes Wrong If Wrong:** An unsupervised app registers technique degradation and cheat mechanics as legitimate ""strength progression.""",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0089,Antigravity review,Question 1; L89,inference/system fact,"- **Transferability Risk:** Severe. In the absence of video analysis or human coaches, self-reported load increases are often confounded by progressive ROM truncation.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0095,Antigravity review,Question 1; L95,inference/system fact,Volume-load (tonnage) is defined as:,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0096,Antigravity review,Question 1; L96,inference/system fact,$$\text{Volume-Load} = \sum_{i=1}^{n} (\text{Sets}_i \times \text{Reps}_i \times \text{Load}_i)$$,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0098,Antigravity review,Question 1; L98,published finding,"Despite its ubiquity in fitness software, volume-load is **physiologically and mathematically invalid** as a progression scalar [Tier D; Vigotsky et al. 2018, PMID: 29967737, DOI: 10.7717/peerj.5071; Tier A; Alves et al. 2020, PMID: 33218168, DOI: 10.3390/sports8110149]:",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0100,Antigravity review,Question 1; L100,inference/system fact,1. **Arithmetic Non-Equivalence:**,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0101,Antigravity review,Question 1; L101,inference/system fact,"- 3 sets $\times$ 10 reps @ 100 kg = 3,000 kg (high metabolic fatigue, moderate tension).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0102,Antigravity review,Question 1; L102,inference/system fact,"- 10 sets $\times$ 3 reps @ 100 kg = 3,000 kg (maximal velocity, high neural power, minimal metabolic waste).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0103,Antigravity review,Question 1; L103,inference/system fact,"- 30 sets $\times$ 1 rep @ 100 kg = 3,000 kg (extreme intra-session recovery requirement).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0104,Antigravity review,Question 1; L104,inference/system fact,"- *Physiological Reality:* These protocols elicit radically different neuromuscular, hormonal, and metabolic stimuli, yet volume-load treats them as identical (3,000 kg).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
